UBL_REFERENCENO,POLICY_STATUS,POLICY_STATUS_DATE
S815960,A,10/31/2024
S815885,A,10/31/2024
S814124,A,10/31/2024
S816748,A,10/31/2024
S817162,A,10/31/2024
S813852,A,10/31/2024
S817133,A,10/31/2024
S816387,A,10/31/2024
S815670,A,10/31/2024
S814180,A,10/31/2024
S815030,A,10/31/2024
S817106,A,10/31/2024
S816172,A,10/31/2024
S816051,A,10/31/2024
S816405,A,10/31/2024
S815990,A,10/31/2024
S815330,A,10/31/2024
S816180,A,10/31/2024
S815415,A,10/31/2024
S816888,A,10/31/2024
S815356,A,10/31/2024
S816077,A,10/31/2024
S816514,A,10/31/2024
S815711,A,10/31/2024
S817028,A,10/31/2024
S816202,A,10/31/2024
S816411,A,10/31/2024
S817082,A,10/31/2024
S816866,A,10/31/2024
S816812,A,10/31/2024
S817029,A,10/31/2024
S816857,A,10/31/2024
S817207,A,10/31/2024
S814399,A,10/31/2024
S816861,A,10/31/2024
S817701,A,11/11/2024
S817406,A,11/11/2024
S817808,A,11/11/2024
S817592,A,11/11/2024
S817471,A,11/11/2024
S817479,A,11/11/2024
S817547,A,11/11/2024
S817347,A,11/11/2024
S817533,A,11/11/2024
S817481,A,11/11/2024
S817873,A,11/11/2024
S817413,A,11/11/2024
S817605,A,11/12/2024
S817646,A,11/12/2024
S817343,A,11/12/2024
S817804,A,11/12/2024
S817983,A,11/12/2024
S817927,A,11/12/2024
S818263,A,11/12/2024
S817703,A,11/12/2024
S817755,A,11/12/2024
S817694,A,11/12/2024
S817516,A,11/13/2024
S818039,A,11/13/2024
S817419,A,11/13/2024
S817800,A,11/13/2024
S818063,A,11/13/2024
S818049,A,11/13/2024
S817526,A,11/13/2024
S817357,A,11/13/2024
S817421,A,11/13/2024
S817951,A,11/13/2024
S806379,A,11/13/2024
S817835,A,11/13/2024
S817615,A,11/13/2024
S817593,A,11/13/2024
S817676,A,11/13/2024
S817372,A,11/13/2024
S817525,A,11/13/2024
S817699,A,11/13/2024
S816822,A,11/13/2024
S817784,A,11/13/2024
S817948,A,11/13/2024
S817601,A,11/13/2024
S817834,A,11/13/2024
S817725,A,11/13/2024
S817750,A,11/15/2024
S817956,A,11/16/2024
S818349,A,11/16/2024
S817683,A,11/16/2024
S817826,A,11/16/2024
S817831,A,11/16/2024
S818573,A,11/16/2024
S818154,A,11/16/2024
S818617,A,11/16/2024
S818341,A,11/16/2024
S817484,A,11/16/2024
S818147,A,11/16/2024
S817475,A,11/16/2024
S817404,A,11/16/2024
S817428,A,11/16/2024
S817772,A,11/16/2024
S817251,A,11/16/2024
S818199,A,11/16/2024
S818322,A,11/16/2024
S817454,A,11/16/2024
S817546,A,11/16/2024
S817695,A,11/16/2024
S818802,A,11/16/2024
S816451,A,11/16/2024
S818539,A,11/16/2024
S818469,A,11/16/2024
S817791,A,11/16/2024
S817989,A,11/16/2024
S818571,A,11/16/2024
S818173,A,11/16/2024
S818033,A,11/16/2024
S818427,A,11/16/2024
S818610,A,11/16/2024
S818785,A,11/16/2024
S816945,A,11/16/2024
S818493,A,11/16/2024
S817632,A,11/16/2024
S817928,A,11/16/2024
S818274,A,11/16/2024
S818045,A,11/16/2024
S817972,A,11/16/2024
S817678,A,11/16/2024
S815644,A,11/17/2024
S817770,A,11/18/2024
S818828,A,11/18/2024
S818777,A,11/18/2024
S818832,A,11/18/2024
S818003,A,11/18/2024
S818923,A,11/18/2024
S815643,A,11/18/2024
S815615,A,11/18/2024
S819065,A,11/18/2024
S818487,A,11/18/2024
S818593,A,11/18/2024
S818442,A,11/18/2024
S819024,A,11/18/2024
S817812,A,11/18/2024
S818202,A,11/18/2024
S818636,A,11/18/2024
S818737,A,11/18/2024
S818686,A,11/18/2024
S818492,A,11/18/2024
S818326,A,11/18/2024
S818808,A,11/18/2024
S817138,A,11/18/2024
S818839,A,11/18/2024
S818624,A,11/18/2024
S818601,A,11/18/2024
S817544,A,11/18/2024
S817504,A,11/18/2024
S818204,A,11/18/2024
S817455,A,11/18/2024
S817424,A,11/18/2024
S817462,A,11/18/2024
S817351,A,11/18/2024
S817921,A,11/18/2024
S817829,A,11/18/2024
S818565,A,11/18/2024
S818591,A,11/18/2024
S817439,A,11/18/2024
S818748,A,11/18/2024
S818926,A,11/19/2024
S817399,A,11/19/2024
S818511,A,11/19/2024
S818330,A,11/19/2024
S818578,A,11/19/2024
S818548,A,11/19/2024
S819050,A,11/19/2024
S818392,A,11/19/2024
S817882,A,11/19/2024
S818664,A,11/19/2024
S817423,A,11/19/2024
S818877,A,11/19/2024
S818807,A,11/19/2024
S819133,A,11/19/2024
S819206,A,11/19/2024
S818190,A,11/19/2024
S818958,A,11/19/2024
S818291,A,11/19/2024
S818870,A,11/19/2024
S818982,A,11/19/2024
S818947,A,11/19/2024
S818861,A,11/19/2024
S818597,A,11/20/2024
S818718,A,11/20/2024
S818175,A,11/20/2024
S818186,A,11/20/2024
S817606,A,11/20/2024
S818768,A,11/20/2024
S818706,A,11/20/2024
S818323,A,11/20/2024
S818690,A,11/20/2024
S818894,A,11/20/2024
S818747,A,11/20/2024
S819240,A,11/20/2024
S818693,A,11/20/2024
S818996,A,11/20/2024
S819175,A,11/20/2024
S818046,A,11/20/2024
S819249,A,11/20/2024
S819141,A,11/20/2024
S819188,A,11/20/2024
S818707,A,11/20/2024
S819404,A,11/20/2024
S819208,A,11/20/2024
S818967,A,11/20/2024
S819130,A,11/20/2024
S818508,A,11/20/2024
S818276,A,11/20/2024
S817361,A,11/20/2024
S818465,A,11/20/2024
S817300,A,11/20/2024
S818804,A,11/20/2024
S818369,A,11/20/2024
S818625,A,11/20/2024
S818418,A,11/20/2024
S818837,A,11/20/2024
S818834,A,11/21/2024
S819356,A,11/21/2024
S819244,A,11/21/2024
S818640,A,11/21/2024
S818713,A,11/21/2024
S819089,A,11/21/2024
S819675,A,11/21/2024
S819184,A,11/21/2024
S819001,A,11/21/2024
S819166,A,11/21/2024
S818436,A,11/21/2024
S819400,A,11/21/2024
S819006,A,11/21/2024
S818801,A,11/21/2024
S819329,A,11/21/2024
S817420,A,11/21/2024
S818946,A,11/21/2024
S818479,A,11/21/2024
S819064,A,11/21/2024
S819405,A,11/21/2024
S817902,A,11/21/2024
S817500,A,11/21/2024
S819458,A,11/21/2024
S819389,A,11/21/2024
S818171,A,11/21/2024
S818771,A,11/21/2024
S818099,A,11/21/2024
S819720,A,11/21/2024
S819402,A,11/21/2024
S819187,A,11/21/2024
S819263,A,11/21/2024
S818178,A,11/21/2024
S818047,A,11/21/2024
S819186,A,11/21/2024
S818360,A,11/21/2024
S819294,A,11/21/2024
S818882,A,11/21/2024
S818467,A,11/21/2024
S818527,A,11/21/2024
S819288,A,11/22/2024
S818784,A,11/22/2024
S819298,A,11/22/2024
S818490,A,11/22/2024
S819930,A,11/22/2024
S819174,A,11/22/2024
S818730,A,11/22/2024
S818792,A,11/22/2024
S820010,A,11/22/2024
S819086,A,11/22/2024
S819153,A,11/22/2024
S818908,A,11/22/2024
S817912,A,11/22/2024
S819628,A,11/22/2024
S817292,A,11/22/2024
S820086,A,11/22/2024
S817626,A,11/22/2024
S819257,A,11/22/2024
S818609,A,11/22/2024
S817047,A,11/22/2024
S818589,A,11/22/2024
S818963,A,11/22/2024
S816317,A,11/22/2024
S818840,A,11/22/2024
S818544,A,11/22/2024
S817355,A,11/22/2024
